%
% TAO problem file
% Mode         : grid
% File name    : graphic.tao.radial.arff
% Generated at : Fri Nov 24 18:18:51 CET 2000
%

@RELATION TAO_grid

@ATTRIBUTE x     REAL
@ATTRIBUTE y     REAL
@ATTRIBUTE a     REAL
@ATTRIBUTE b     REAL
@ATTRIBUTE c     REAL
@ATTRIBUTE d     REAL
@ATTRIBUTE class {black,white}

@DATA
-0.0833333,0.625,0.208006,-0.0808146,-0.43676,-0.278043,black
-0.0833333,0.833333,-0.165065,0.142958,-0.246354,0.0604766,white
-0.125,0.708333,0.338589,0.491987,0.0209109,-0.128152,white
-0.125,0.958333,-0.0789916,-0.0558069,-0.27459,-0.196167,white
-0.166667,0,0.114462,0.00368771,-0.0679472,0.206289,black
-0.166667,0.291667,0.410753,-0.316533,-0.496441,0.13172,white
-0.166667,0.833333,-0.224822,0.132419,0.0928846,-0.0479535,white
-0.208333,0.25,-0.0834065,-0.361909,-0.253378,-0.221137,white
-0.25,0.0833333,-0.227584,0.550511,-0.073535,0.373038,white
-0.25,0.416667,-0.312647,-0.0627773,-0.134251,-0.427259,white
-0.25,0.833333,0.355942,-0.0016208,0.189725,0.598904,white
-0.291667,0.333333,0.132308,-0.17649,-0.111757,-0.307295,white
-0.291667,0.875,0.00738401,-0.141768,-0.191419,0.402885,white
-0.333333,0.0416667,-0.151609,-0.12535,-0.482334,-0.0566271,black
-0.333333,0.458333,0.442234,-0.120858,-0.25228,-0.0595819,white
-0.333333,0.833333,-0.291796,-0.629498,0.420474,-0.375121,white
-0.375,0.583333,0.215091,0.113563,-0.0196738,0.131743,white
-0.416667,0,-0.0994463,-0.265797,-0.0386184,-0.040134,black
-0.416667,0.583333,0.346018,-0.304745,0.260647,0.166324,white
-0.416667,0.708333,0.46651,-0.0151944,0.752562,-0.000910417,white
-0.458333,0.125,0.480846,0.147151,0.0565034,-0.00145247,black
-0.458333,0.208333,0.116127,0.178131,0.0660683,-0.214181,black
-0.5,0.291667,-0.256315,-0.137109,0.0583001,0.451428,black
-0.5,0.625,-0.189465,-0.0957402,0.0954596,0.168952,black
-0.541667,0.0416667,0.0843404,0.409143,0.120457,-0.172326,black
-0.541667,0.708333,0.0315838,0.193136,0.256544,0.325341,black
-0.583333,0.291667,-0.324557,-0.372551,0.279441,-0.210753,black
-0.583333,0.625,-0.0356626,-0.199149,-0.186449,0.0257605,black
-0.625,0.333333,-0.276981,-0.321113,-0.174608,-0.380961,black
-0.625,0.666667,-0.0502051,0.191757,-0.132816,-0.0884876,black
-0.666667,0.125,-0.248618,-0.296242,0.397152,0.0975754,black
-0.708333,0.0416667,-0.101657,0.0257447,-0.0403599,0.322496,black
-0.708333,0.291667,0.164288,-0.111116,-0.237518,-0.758897,black
-0.708333,0.625,-0.352545,-0.306182,0.354967,-0.0805489,black
-0.75,0.458333,-0.43099,-0.537967,-0.0144152,-0.148897,black
-0.791667,0.291667,-0.372387,-0.628057,0.110748,-0.0137919,black
-0.791667,0.458333,-0.442703,-0.134147,0.436085,0.133056,black
-0.875,0,-0.384159,-0.299866,0.327225,-0.290491,black
-0.875,0.0833333,-0.508529,-0.00628279,-0.0690292,-0.566821,black
-0.875,0.458333,-0.0788402,-0.00711223,0.0997348,-0.245825,black
-1,0,0.537704,0.133913,-0.33555,0.258545,black
0,0.291667,-0.210446,-0.268591,0.188757,-0.222486,white
0,0.416667,0.182871,0.409932,-0.130065,0.116174,black
0,0.958333,0.202469,0.141594,-0.0355848,-0.256791,white
0.0416667,0.0833333,0.322718,-0.133864,-0.0327616,-0.064628,white
0.0416667,0.541667,-0.216202,-0.0895953,0.354202,-0.308803,black
0.0416667,0.791667,0.332867,0.287035,0.249913,0.187219,white
0.0833333,0.291667,-0.313416,-0.113662,-0.502454,-0.204438,white
0.125,0.0833333,0.480902,-0.00234966,-0.0677,-0.631855,white
0.125,0.375,0.0389063,0.255516,-0.0906494,-0.107927,white
0.166667,0.208333,-0.586344,0.199094,-0.137028,-0.306166,white
0.166667,0.416667,-0.0942581,-0.090723,0.0221462,-0.160066,white
0.208333,0.125,-0.133512,0.139679,-0.259873,0.462931,white
0.208333,0.458333,-0.0676608,-0.24749,0.308002,-0.130358,white
0.208333,0.666667,-0.0383599,0.284749,0.28552,0.0584231,white
0.25,0.208333,0.0333898,0.293084,-0.504701,-0.340004,white
0.25,0.833333,0.316592,-0.264349,0.233128,-0.160674,white
0.25,0.916667,-0.368969,0.175372,0.321744,0.167657,white
0.291667,0.541667,0.0987824,0.255757,-0.158748,0.0712529,white
0.333333,0,-0.844692,-0.181405,0.287101,-0.1162,white
0.333333,0.583333,0.112057,0.407424,0.147296,0.106414,white
0.375,0.0416667,-0.371282,-0.350497,-0.0461014,-0.4871,white
0.375,0.125,0.128416,-0.0671976,-0.0459879,-0.198217,white
0.375,0.666667,0.151709,-0.062322,0.204849,-0.108389,white
0.375,0.916667,0.0313347,-0.1239,0.32575,0.278861,white
0.416667,0.666667,-0.101937,-0.333839,0.114328,0.283613,white
0.458333,0.166667,0.436795,0.431379,0.275413,0.416949,white
0.458333,0.333333,0.107935,0.409943,-0.322649,-0.580915,white
0.5,0.0416667,-0.164069,0.300611,-0.1992,0.17303,white
0.5,0.291667,0.337793,0.48977,-0.376699,-0.22823,white
0.5,0.75,-0.465826,-0.246143,-0.52451,0.253043,white
0.541667,0.375,-0.223649,0.12922,0.304823,-0.12623,white
0.541667,0.75,-0.315145,-0.190682,-0.26897,0.310626,white
0.583333,0.416667,-0.0381273,-0.478346,0.210684,-0.652622,white
0.583333,0.791667,-0.172815,0.219702,0.570975,-0.19348,white
0.625,0.291667,-0.189342,-0.00392904,-0.098395,-0.358111,white
0.625,0.708333,0.430994,0.146569,0.324241,-0.111406,white
0.666667,0.166667,0.261048,-0.303797,-0.343784,0.0770545,white
0.708333,0.208333,0.0175914,0.0228918,-0.134936,-0.575175,white
0.708333,0.458333,-0.0620711,-0.000184859,0.197312,0.468337,white
0.75,0.291667,-0.307649,-0.231936,-0.202213,-0.507154,white
0.75,0.458333,0.25501,-0.202251,-0.236736,0.057847,white
0.791667,0.166667,-0.0212651,-0.120337,0.308825,-0.125237,white
0.833333,0,-0.317759,0.0959361,0.263847,0.238574,white
0.875,0.125,-0.447244,0.193145,0.128202,0.133745,white
0.875,0.458333,-0.547215,-0.0667258,-0.024487,0.21121,white
0.958333,0.0416667,-0.0210376,-0.0647057,0.155794,0.18857,white
0,-0.0833333,-0.384038,-0.234251,-0.244493,-0.0321412,black
0,-0.416667,-0.053757,0.222966,0.0609629,0.0128617,white
0,-0.875,0.0290255,-0.146952,0.317404,-0.0512352,black
0,-0.958333,-0.644668,0.247136,0.131612,0.0151049,black
0.0416667,-0.416667,0.160805,-0.277698,0.470729,0.133137,white
0.0416667,-0.708333,-0.178513,0.0864216,0.16186,0.743582,black
0.0833333,-0.25,0.315826,0.138688,0.334096,-0.0942265,black
0.0833333,-0.541667,0.151778,0.151517,0.277594,0.0321574,white
0.0833333,-0.791667,-0.187446,0.0966744,-0.398143,0.250573,black
0.125,-0.25,0.214818,0.0238795,0.297586,0.153981,black
0.125,-0.5,0.1245,-0.133186,0.198777,-0.390123,white
0.166667,-0.166667,-0.0411128,0.201595,-0.265359,-0.294302,black
0.166667,-0.416667,0.218203,0.435581,0.140746,0.0619179,black
0.208333,-0.0833333,-0.109058,-0.348328,0.00801628,0.595674,black
0.208333,-0.458333,0.23966,-0.04722,0.31777,-0.0893306,black
0.25,-0.208333,0.626537,-0.341708,-0.117414,-0.358192,black
0.25,-0.416667,0.929283,0.0964054,0.0254941,-0.271468,black
0.291667,0,0.00576688,0.103724,-0.229948,-0.238512,white
0.291667,-0.208333,-0.0393558,-0.0412294,-0.316457,0.0862376,black
0.291667,-0.416667,0.124269,-0.12132,0.0806312,-0.235391,black
0.291667,-0.833333,0.134742,-0.573379,-0.324766,0.25917,black
0.333333,-0.708333,0.156281,0.0399601,-0.31271,0.160307,black
0.333333,-0.916667,0.106021,0.29704,-0.220281,0.609768,white
0.375,-0.333333,-0.268671,-0.346478,0.0091219,-0.0126272,black
0.375,-0.916667,-0.0896338,0.133628,0.365596,0.321859,white
0.416667,-0.291667,0.417527,-0.367222,0.107433,-0.339201,black
0.416667,-0.625,0.292156,0.149792,-0.327557,-0.27229,black
0.458333,-0.208333,0.462492,-0.323323,0.0691197,-0.880956,white
0.458333,-0.666667,0.388566,-0.179969,0.221451,-0.0862475,black
0.458333,-0.708333,-0.326699,0.218871,-0.0057389,0.230212,white
0.5,-0.541667,0.364414,-0.120176,0.574471,-0.0393155,white
0.5,-0.791667,0.118147,0.14075,-0.193822,0.437436,white
0.541667,-0.5,0.16167,0.509505,-0.56519,0.145757,white
0.583333,0,-0.355124,-0.217011,-0.0225942,-0.00408292,white
0.583333,-0.375,-0.0213072,-0.212863,-0.0668105,0.387644,white
0.625,0,0.00166711,0.212348,-0.375495,-0.0285727,white
0.625,-0.208333,-0.338868,-0.642926,0.35741,-0.15788,white
0.666667,-0.166667,-0.413753,0.092964,-0.202814,-0.21777,white
0.666667,-0.583333,-0.0694799,-0.290489,-0.127324,-0.469723,white
0.666667,-0.625,-0.338421,0.0621038,-0.574137,0.103095,white
0.708333,-0.666667,-0.0141795,-0.704061,0.356056,0.100507,white
0.75,-0.333333,-0.159963,0.450826,0.222848,0.063325,white
0.791667,0,0.0744501,0.395539,-0.262496,-0.249939,white
0.791667,-0.5,0.00547165,0.127714,0.236776,-0.16584,white
0.791667,-0.583333,-0.175675,-0.247369,-0.0287642,0.100205,white
0.833333,-0.541667,0.0670877,0.312615,0.0426458,-0.218164,white
0.875,-0.333333,0.0854258,0.466687,-0.29442,0.188325,white
0.958333,-0.0833333,0.18951,0.265208,0.196333,0.162948,white
0.958333,-0.25,-0.242196,-0.124484,0.00421453,-0.057384,white
0,-0.291667,0.187577,-0.267295,0.0651917,0.152161,black
0,-0.791667,-0.245862,0.0496006,0.0505017,0.395589,black
-0.0416667,-0.458333,0.18252,0.153931,-0.101871,-0.0884443,white
-0.0416667,-0.625,-0.126984,-0.176669,0.0130008,-0.0457133,white
-0.0416667,-0.791667,-0.0719317,0.125978,-0.154053,-0.0136195,black
-0.0833333,-0.0416667,-0.220194,-0.0671978,0.0953284,0.175817,black
-0.0833333,-0.666667,-0.192247,-0.287924,0.310931,0.0192979,black
-0.125,-0.25,-0.0292971,-0.0502638,0.394216,0.1044,black
-0.125,-0.708333,0.166505,0.164828,-0.235662,-0.185059,black
-0.166667,-0.125,0.381722,-0.139955,-0.317732,-0.0704859,black
-0.166667,-0.791667,0.0862837,0.475351,-0.471438,-0.143172,black
-0.208333,-0.291667,0.529098,0.207032,0.0978735,-0.0491064,black
-0.208333,-0.625,0.0579572,-0.0145613,0.182328,-0.00701681,black
-0.25,0,-0.196937,-0.565008,-0.0672343,0.185931,black
-0.25,-0.541667,-0.450743,0.0270616,-0.637114,-0.802297,black
-0.25,-0.708333,-0.317401,0.245205,-0.141227,-0.0172788,black
-0.291667,-0.125,0.0306736,0.065703,-0.197226,0.0527969,black
-0.291667,-0.583333,0.0145647,0.00948582,0.257351,-0.0291157,black
-0.333333,-0.0833333,0.0866235,-0.10658,-0.442677,0.17652,black
-0.333333,-0.541667,0.0471734,-0.171996,0.35125,-0.477896,black
-0.333333,-0.916667,0.177796,-0.175734,0.302703,-0.192925,black
-0.375,-0.291667,-0.372701,-0.363179,-0.0550243,0.406658,black
-0.375,-0.75,0.0744305,-0.226204,-0.389129,-0.564063,black
-0.416667,-0.125,-0.116912,0.366374,0.205521,-0.00840438,black
-0.416667,-0.833333,0.428443,-0.441899,-0.01365,0.469716,black
-0.458333,0,0.0674554,-0.0569137,0.0274075,-0.451388,black
-0.458333,-0.666667,-0.00772305,-0.428862,0.0879597,-0.0618548,black
-0.5,-0.208333,-0.0991936,-0.0509,0.0359683,0.54885,black
-0.5,-0.416667,0.124463,-0.219355,-0.0726414,0.0103906,black
-0.5,-0.75,-0.145031,0.186431,0.240079,-0.121797,black
-0.541667,-0.541667,-0.0776323,0.298958,0.0843153,-0.540749,black
-0.541667,-0.75,-0.0857678,0.0425051,-0.113568,0.0525787,black
-0.583333,-0.375,0.0241104,0.204203,-0.244371,0.125407,black
-0.625,-0.0416667,-0.412816,0.359337,0.077312,-0.140334,black
-0.625,-0.583333,0.116611,-0.219988,-0.22624,0.126642,black
-0.666667,0,0.170984,0.273235,0.292969,-0.21791,black
-0.666667,-0.25,0.10556,-0.190026,-0.321966,-0.14075,black
-0.666667,-0.666667,0.0245676,0.246817,-0.355281,-0.0561023,black
-0.708333,-0.666667,0.174987,0.0933022,-0.375808,0.555784,black
-0.75,-0.25,0.0953786,0.0451615,-0.119455,-0.0869138,black
-0.75,-0.541667,-0.540243,-0.194404,0.234036,-0.0981473,black
-0.791667,-0.25,0.216499,-0.00135918,0.132428,-0.556766,black
-0.833333,-0.0833333,0.0536739,-0.0464985,-0.115983,0.588185,black
-0.875,0,-0.0557288,-0.0769131,-0.293111,0.216588,black
-0.875,-0.416667,-0.0915895,-0.26041,-0.0153929,0.0908416,black
-0.958333,0,-0.0562027,0.443667,-0.45234,0.0799054,black
-1,0,-0.221988,0.107806,0.456494,0.455449,black
0,0.583333,0.477643,0.0975235,0.30483,-0.141326,black
0,0.708333,0.206302,0.442022,0.14245,-0.27707,white
-0.0416667,0.0833333,0.289773,-0.250372,0.367233,-0.341287,white
-0.0416667,0.5,-0.637041,0.178824,-0.175337,0.347637,black
-0.0416667,0.75,0.305196,-0.168806,-0.251954,0.316908,white
-0.0833333,0.25,-0.243424,0.419851,0.569475,-0.281437,white
-0.0833333,0.5,0.00462161,0.353133,-0.334867,-0.196212,black
-0.0833333,0.875,-0.321182,0.180189,0.332201,0.0350723,white
-0.125,0.75,0.156418,0.321154,0.119706,-0.0875344,white
-0.125,0.833333,0.0644177,0.195145,0.0999081,0.0163969,white
-0.166667,0.666667,-0.339689,-0.312668,-0.0523819,-0.619538,white
-0.166667,0.916667,-0.0168,-0.434747,0.0733317,-0.323217,white
-0.208333,0.541667,0.52182,-0.160691,0.0807911,-0.175245,white
-0.208333,0.666667,-0.180597,0.0381809,0.679117,0.0435248,white
-0.25,0.458333,-0.344542,0.0706485,-0.106043,-0.326004,white
-0.25,0.75,0.424161,-0.192041,-0.214033,-0.292243,white
-0.25,0.958333,0.0598389,-0.84169,-0.140586,0.0906686,black
-0.291667,0.375,0.170024,0.168208,0.0589453,-0.338553,white
-0.291667,0.625,-0.130109,-0.179301,-0.0054736,-0.432037,white
-0.333333,0.375,0.073701,-0.385986,0.0377059,0.0744602,white
-0.333333,0.916667,0.102957,-0.105607,-0.152056,0.138018,black
-0.375,0.291667,0.461674,-0.0821934,0.208189,0.151287,white
-0.375,0.666667,-0.211007,0.413646,0.30848,-0.0659888,white
-0.416667,0.0833333,-0.398874,-0.0372002,-0.0260068,-0.125573,black
-0.416667,0.166667,0.0344711,0.0711671,-0.0237572,-0.0424266,black
-0.416667,0.291667,0.13128,0.0868149,0.212873,0.232327,white
-0.458333,0.458333,-0.236514,-0.31752,-0.475773,-0.307097,white
-0.458333,0.875,-0.0390543,-0.0386444,-0.0335078,0.0348928,black
-0.5,0.0416667,-0.336123,0.173416,0.303793,-0.0884639,black
-0.5,0.75,0.233295,-0.153989,-0.155807,-0.294922,black
-0.541667,0.375,0.572012,0.0641673,-0.193372,0.0926457,black
-0.541667,0.458333,-0.496846,-0.528684,-0.0503364,0.0327749,black
-0.583333,0.25,-0.321859,-0.825115,-0.269006,-0.13786,black
-0.583333,0.75,-0.328061,0.268571,0.118424,-0.536713,black
-0.625,0.166667,-0.125781,0.099695,0.636521,-0.159678,black
-0.625,0.541667,-0.0867944,0.488848,-0.167547,0.159119,black
-0.666667,0.333333,-0.425927,0.169284,0.122454,-0.208587,black
-0.666667,0.583333,0.0983337,0.242171,-0.281647,0.112724,black
-0.708333,0.166667,0.0902442,-0.143389,0.427693,-0.217921,black
-0.75,0.0416667,0.597847,-0.554498,0.18211,-0.314553,black
-0.75,0.375,0.194346,-0.58135,-0.0481335,-0.432423,black
-0.791667,0.166667,0.170842,-0.211481,0.412053,0.237358,black
-0.791667,0.416667,-0.380031,-0.378956,-0.156582,0.00326321,black
-0.833333,0.541667,0.104469,-0.416875,0.0798919,0.179423,black
-0.875,0.125,-0.032437,0.15711,0.303945,0.164141,black
-0.916667,0.25,0.272603,0.0345842,0.285125,0.212996,black
-0.958333,0.166667,-0.368388,-0.0407558,-0.241474,0.0152098,black
0,0.166667,-0.0380033,0.46843,-0.331045,0.218708,white
0,0.875,0.0726739,-0.3809,-0.292865,-0.0394525,white
0.0416667,0.375,0.369046,-0.412454,-0.170308,-0.000167103,black
0.0416667,0.75,0.127962,0.0152381,-0.174299,-0.347701,white
0.0416667,0.833333,0.14538,-0.178948,-0.445646,0.340062,white
0.0833333,0.375,-0.0985987,0.0768237,-0.10128,0.111058,black
0.0833333,0.875,-0.242327,0.165735,-0.410886,-0.263209,white
0.0833333,0.916667,0.259351,0.0822037,0.016829,0.377351,white
0.125,0.583333,-0.489542,0.255954,-0.189395,-0.0400395,black
0.125,0.916667,-0.0835872,0.435518,-0.100306,0.0572513,white
0.166667,0.0416667,0.106618,-0.119397,-0.150693,-0.446626,white
0.166667,0.791667,-0.322904,-0.0145139,-0.109778,0.0417027,white
0.208333,0.208333,-0.00655769,-0.524059,0.416206,-0.281233,white
0.208333,0.625,0.249351,0.336353,-0.369134,-0.355451,white
0.208333,0.833333,-0.342614,0.0997274,0.253166,0.0638382,white
0.25,0.0833333,0.14615,-0.0657155,0.295207,0.0870051,white
0.25,0.583333,0.162467,0.628041,-0.256484,0.274181,white
0.291667,0.208333,0.0368716,-0.164729,-0.120331,-0.235696,white
0.291667,0.416667,-0.0286562,0.377448,-0.442838,0.359749,white
0.333333,0.0833333,0.373022,0.0659686,0.373076,0.635268,white
0.333333,0.291667,0.0604039,-0.0659932,0.185438,-0.11965,white
0.375,0,0.575576,-0.468246,-0.130278,-0.261262,white
0.375,0.208333,-0.259849,0.443549,0.269058,-0.254463,white
0.375,0.833333,-0.427487,0.184312,-0.322752,0.390778,white
0.416667,0.0416667,-0.126742,-0.480789,0.202384,-0.551247,white
0.416667,0.5,0.610759,-0.0921587,-0.0802058,-0.0874373,white
0.458333,0.25,0.548293,-0.458505,0.448066,0.258641,white
0.458333,0.625,-0.0551212,0.145156,0.0922577,0.356574,white
0.5,0.0833333,-0.0453082,0.0780734,-0.0888702,-0.317056,white
0.5,0.25,0.0372935,-0.121672,-0.346046,-0.0227417,white
0.5,0.791667,-0.149978,-0.0132607,0.233055,-0.0514989,white
0.541667,0.25,-0.143903,-0.222922,0.332991,0.553365,white
0.583333,0,0.0649445,-0.439912,0.33111,0.0245311,white
0.583333,0.25,-0.179673,-0.127443,0.677832,-0.216284,white
0.583333,0.541667,0.369857,-0.181057,0.38464,-0.125417,white
0.625,0.5,0.256909,-0.768536,-0.269819,-0.173845,white
0.666667,0.0416667,0.238397,0.031428,-0.034283,-0.149614,white
0.666667,0.25,0.23558,-0.100476,-0.267063,0.0502249,white
0.708333,0,0.49375,-0.032599,-0.230575,0.143863,white
0.708333,0.291667,-0.00707446,-0.245197,-0.537142,-0.0874672,white
0.75,0.0833333,0.518977,-0.0228241,0.194519,0.264873,white
0.75,0.375,-0.0346994,0.1176,-0.098276,0.271125,white
0.791667,0.5,0.322002,-0.00214635,0.269786,0.395287,white
0.833333,0.0833333,-0.240916,0.00947441,0.279288,-0.124917,white
0.875,0.0833333,0.0547852,0.289858,0.270407,-0.126196,white
0.875,0.416667,0.177317,-0.182263,0.354177,-0.675497,white
0.916667,0.25,-0.142937,-0.118902,-0.247976,0.264552,white
0,-0.166667,-0.217053,0.149425,-0.313564,-0.0727025,black
0,-0.333333,-0.0409295,0.222386,0.483831,0.141267,white
0,-0.583333,-0.140544,-0.280233,-0.356323,0.238005,white
0.0416667,-0.125,0.00360389,-0.390573,0.342687,-0.274883,black
0.0416667,-0.333333,-0.22395,-0.38499,0.598738,-0.345026,black
0.0833333,0,-0.119006,0.161084,-0.149442,-0.213762,white
0.0833333,-0.625,0.0673428,0.662089,0.137308,-0.244519,white
0.0833333,-0.75,-0.0568998,0.109879,-0.0881731,-0.0386083,black
0.125,-0.125,0.317118,-0.137808,0.374886,-0.425304,black
0.125,-0.708333,-0.203434,0.3092,0.130669,0.346746,black
0.166667,-0.125,-0.216172,-0.0678068,0.461906,-0.190624,black
0.166667,-0.708333,0.902623,0.384693,-0.237774,-0.52259,black
0.208333,-0.208333,-0.281615,-0.134098,0.422848,0.0421366,black
0.208333,-0.625,0.0824265,0.270927,-0.202198,-0.0323282,black
0.208333,-0.708333,-0.310221,0.332212,0.337508,0.350273,black
0.208333,-0.958333,-0.120487,0.383124,0.407988,-0.0936258,white
0.25,-0.458333,-0.130557,-0.405826,0.0883296,-0.191868,black
0.291667,-0.166667,0.351954,-0.127845,-0.0406894,0.0314802,black
0.291667,-0.291667,-0.0632997,0.100582,0.225426,-0.141148,black
0.291667,-0.666667,-0.1819,-0.166582,-0.178073,0.487502,black
0.333333,-0.375,0.0426313,-0.348747,0.0468301,-0.31263,black
0.375,-0.166667,-0.0792186,0.14711,0.381709,0.0689123,white
0.375,-0.375,0.225303,0.335609,0.429149,0.115617,black
0.375,-0.625,0.11131,-0.338434,0.537335,0.114853,black
0.416667,-0.0833333,0.0790158,0.173753,-0.0908345,0.0691151,white
0.416667,-0.458333,0.00540651,0.113754,0.663267,-0.501237,black
0.458333,-0.125,0.00563812,-0.222563,-0.19415,-0.218,white
0.458333,-0.333333,-0.0987138,0.122392,0.596981,0.20628,black
0.5,-0.0416667,-0.148738,-0.511824,-0.119277,-0.0571042,white
0.5,-0.625,0.265943,-0.0168775,-0.163762,-0.202511,white
0.541667,0,-0.272822,0.00231949,-0.137288,-0.0858756,white
0.541667,-0.333333,0.234703,-0.152078,0.107471,0.289526,white
0.541667,-0.833333,-0.0264714,-0.293966,0.497894,-0.0384087,white
0.583333,-0.333333,-0.208577,0.363226,0.048171,0.0177044,white
0.625,-0.0416667,-0.269801,0.709906,-0.426077,0.356701,white
0.625,-0.291667,0.18966,-0.270126,0.0396956,0.105715,white
0.666667,0,0.0759643,-0.41475,-0.0474163,0.305704,white
0.666667,-0.541667,0.716686,0.0840478,-0.353374,0.0385699,white
0.666667,-0.708333,0.414294,-0.438711,-0.0528028,-0.136513,white
0.708333,-0.625,0.0274344,0.210766,-0.0559776,-0.138619,white
0.75,-0.291667,0.696647,0.180353,0.358452,-0.0685291,white
0.75,-0.416667,0.0470304,0.379685,0.354398,-0.501773,white
0.791667,-0.541667,0.316384,-0.0388519,0.0175073,0.216739,white
0.833333,-0.0416667,0.0914798,-0.192052,0.25713,0.211396,white
0.833333,-0.416667,0.268642,0.341585,-0.296527,-0.739867,white
0.916667,0,-0.0883792,0.550514,0.292198,0.206844,white
0.958333,0,0.0509457,-0.260292,-0.0624907,0.139717,white
0.958333,-0.166667,0.108938,0.200912,0.218441,0.114398,white
0,-0.125,0.0545912,0.460787,0.346924,-0.110605,black
0,-0.875,0.27824,-0.0196072,-0.133126,-0.234125,black
-0.0416667,-0.375,0.0396662,0.0602094,0.200756,0.173862,white
-0.0416667,-0.833333,-0.0234481,0.305683,0.191619,0.217134,black
-0.0833333,-0.166667,-0.244731,0.278923,0.163192,-0.326349,black
-0.0833333,-0.458333,-0.462029,0.252679,0.0461181,-0.422228,white
-0.0833333,-0.791667,0.396755,-0.176797,0.017917,0.111011,black
-0.125,0,0.022973,0.309557,-0.575154,0.10357,black
-0.166667,0,-0.0939602,-0.126777,0.201938,0.0684111,black
-0.166667,-0.25,-0.283203,0.0688247,0.0469358,-0.251829,black
-0.166667,-0.541667,0.222172,0.083538,0.0064652,0.435744,black
-0.208333,-0.125,-0.213569,0.207263,0.450679,0.088077,black
-0.208333,-0.5,-0.0882584,0.104671,0.138485,0.112175,black
-0.208333,-0.875,0.349579,-0.129828,0.294907,-0.350921,black
-0.25,-0.25,-0.134648,0.0239667,0.269295,-0.0101759,black
-0.25,-0.666667,0.150242,0.216823,-0.615951,-0.156652,black
-0.291667,-0.291667,-0.240953,0.115876,-0.154906,-0.105812,black
-0.291667,-0.458333,0.150165,0.119368,0.00298696,0.184996,black
-0.291667,-0.875,-0.648976,0.410228,0.31223,-0.184591,black
-0.333333,-0.416667,0.299969,-0.598304,0.121618,-0.160912,black
-0.333333,-0.875,-0.195209,0.149393,-0.547967,-0.350624,black
-0.375,-0.416667,0.0825508,0.454157,-0.125358,0.0727208,black
-0.375,-0.916667,0.179831,-0.229197,-0.256046,0.0352337,black
-0.416667,-0.0416667,0.365874,-0.16221,-0.0401597,0.133776,black
-0.416667,-0.708333,0.0726021,-0.0629884,0.576891,-0.189524,black
-0.458333,-0.25,-0.101386,-0.0483605,0.186266,0.294748,black
-0.458333,-0.583333,-0.395699,-0.0914334,0.059618,0.105121,black
-0.5,-0.125,0.690132,0.0822929,-0.337755,0.0118714,black
-0.5,-0.291667,0.253844,-0.140422,0.174347,0.0698758,black
-0.541667,-0.0416667,-0.517976,0.0412001,0.104001,0.0419636,black
-0.541667,-0.416667,0.523462,0.0962332,-0.0431237,0.269736,black
-0.583333,-0.0416667,-0.124969,0.044166,0.110819,-0.460455,black
-0.583333,-0.458333,0.317358,-0.0556943,0.625324,0.131995,black
-0.583333,-0.708333,0.085002,0.161495,-0.117691,0.393737,black
-0.625,-0.333333,0.0381499,-0.28906,0.469742,-0.228373,black
-0.666667,-0.0833333,0.0999445,-0.170406,0.173502,0.496207,black
-0.666667,-0.458333,0.034986,0.0351984,0.422266,-0.115661,black
-0.708333,-0.0416667,-0.211943,-0.32764,-0.103561,0.483003,black
-0.708333,-0.375,-0.249386,0.386856,-0.187924,0.223466,black
-0.75,-0.291667,0.376795,-0.388421,0.0957914,0.0116751,black
-0.75,-0.458333,0.0631182,-0.159801,-0.020953,0.0361883,black
-0.791667,-0.5,0.023874,0.29517,-0.307203,-0.181153,black
-0.833333,-0.291667,-0.410583,-0.0266696,0.0029658,0.12308,black
-0.875,-0.0833333,0.148298,0.0185001,-0.547512,0.332177,black
-0.875,-0.333333,0.0401919,-0.0761734,-0.167464,0.567401,black
-0.958333,-0.125,-0.261588,0.741106,-0.140999,0.0532188,black
-0.958333,-0.166667,0.176414,-0.0837825,0.215066,-0.186465,black
0,0.25,0.354955,-0.462376,0.212148,-0.204717,white
0,0.625,-0.320776,-0.126041,0.40673,0.346112,black
-0.0416667,0.208333,-0.403055,0.319051,0.00409744,-0.629802,white
-0.0416667,0.416667,-0.0933243,-0.359418,0.143388,-0.413242,black
-0.0416667,0.916667,0.320254,0.270377,0.326928,0.396686,white
-0.0833333,0.333333,0.0527147,-0.29356,0.329448,0.0590559,white
-0.125,0.0833333,0.263671,-0.47144,-0.100596,-0.0506032,white
-0.125,0.416667,-0.203394,0.130426,0.27397,-0.161472,black
-0.125,0.666667,-0.135879,-0.190538,0.149918,-0.220315,white
-0.125,0.875,0.896361,-0.101,0.400832,-0.345625,white
-0.166667,0.25,0.210697,-0.439137,0.195674,-0.192351,white
-0.208333,0.0416667,0.343779,0.272529,-0.0883644,-0.113357,black
-0.208333,0.125,0.163628,-0.836262,0.136506,-0.553121,white
-0.208333,0.458333,-0.301618,-0.424748,0.226463,-0.118707,white
-0.208333,0.833333,0.0616969,0.314154,0.242559,0.256048,white
-0.25,0.166667,-0.289406,0.210657,0.353917,0.319562,white
-0.25,0.916667,-0.310945,-0.784179,0.159095,-0.0825884,white
-0.291667,0.25,0.219894,0.149767,-0.362749,-0.155711,white
-0.291667,0.791667,0.163632,0.0201083,-0.273675,-0.026206,white
-0.291667,0.916667,0.17428,-0.0743347,0.419571,0.295891,black
